OBJECTID,GIS_ID,StreetName,StreetClassification,VolumeCount,TruckRoute,LastEditDate,ShapeSTLength
12773,271,Cedarwood Rd,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,443.217383348114
12774,272,Central Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,852.83607472958
12775,273,Chelton Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,406.26230270977
12776,274,Chelton Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,326.178159568985
12777,275,Chelton Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,222.423550766251
12778,276,Chester St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,606.026124444128
12779,277,Coronation Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,260.684697472779
12780,278,Deer Park Cir,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,98.2943897968576
12781,279,Dulaney Dr,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,475.922770158062
12782,280,Edgevalley Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,469.390426960569
12783,281,Elias St,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,280.532542172918
12784,282,Emery St E,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,142.527312762326
12785,283,English St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,144.250153303385
12786,284,Estella Rd,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,347.872087672351
12787,285,Estella Rd,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,175.981941415724
12788,286,Forward Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,88.692348767404
12789,287,Glengarry Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,663.099781522177
12790,288,Grey St,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,423.676663742947
12791,289,Grey St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,379.357521725186
12792,290,Griffith St,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,207.210316326815
12793,291,Griffith St,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,1191.81784045137
12794,292,Grosvenor St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,732.888038596489
12795,293,Hawthorne Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,484.645681705231
12796,294,Hazelden Lane,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,499.736052163908
12797,295,Hillcrest Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,194.904574775822
12798,296,Horton St E,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,343.980268034953
12799,297,Hwy 401   E - Ramp,Ramps,1500,None,2023/10/04 18:08:46+00,543.055663599595
12800,298,Kains Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,557.689482165389
12801,299,King Edward Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,168.165549380448
12802,300,Kingsway Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,420.767944418925
12803,301,Knights Bridge Rd,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,638.978951173856
12804,302,Knights Bridge Rd,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,153.383521027392
12805,303,Louise Blvd,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,467.664992898539
12806,304,Manchester Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,536.280190896517
12807,305,Mcgregor Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,266.443224972263
12808,306,Mcmahen St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,222.368640283744
12809,307,Meadowgate Blvd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,305.103197412781
12810,308,Meadowlands Way,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,485.580089039137
12811,309,Meg Dr,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,168.007922831905
12812,310,Melsandra Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,147.100032710588
12813,311,Melsandra Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,417.514860573578
12814,312,Melsandra Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,108.249599542723
12815,313,Murray Rd,Rural Thoroughfare,1500,None,2023/10/04 18:08:46+00,186.246097393422
12816,314,North Routledge Pk,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,356.746932905038
12817,315,Nottinghill Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,108.593004345624
12818,316,Old Hunt Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,215.179492162102
12819,317,Ontario St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,313.382264849146
12820,318,Osgoode Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,717.233241032934
12821,319,Osgoode Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,824.160253242687
12822,320,Pioneer Pky,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,197.343331127074
12823,321,Pond View Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,248.341875042404
12824,322,Railton Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,553.512398789982
12825,323,Regent St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,190.231998102948
12826,324,Regent St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,242.079274789272
12827,325,Ridgewood Cres,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,496.706241780625
12828,326,River Run Terr,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,418.158464769406
12829,327,Robin's Hill Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,1460.95084518503
12830,328,Sharon Rd,Rural Thoroughfare,1500,None,2023/10/04 18:08:46+00,734.354582224596
12831,329,Singleton Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,381.588994362451
12832,330,Skyline Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,993.37263400894
12833,331,Skyline Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,91.0851590744617
12834,332,South St,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,659.022183029296
12835,333,Southcrest Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,81.5710494896933
12836,334,Southcrest Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,427.967828086825
12837,335,Southcrest Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,221.500397650427
12838,336,St James St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,189.977805312909
12839,337,St James St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,730.507733366542
12840,338,Stoneybrook Cres,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,759.029988178247
12841,339,Tartan Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,436.826581311039
12842,340,Tartan Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,144.464539125455
12843,341,Tavistock Rd,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,436.083416211016
12844,342,Thistlewood Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,590.971221755432
12845,343,Townsend Dr,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,101.946405970245
12846,344,Victoria St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,189.604135243618
12847,345,Victoria St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,243.131578824081
12848,346,Victoria St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,244.998382663933
12849,347,Victoria St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,241.109863828915
12850,348,Victoria St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,304.991333795897
12851,349,Victoria St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,255.588773238121
12852,350,Village Green Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,92.5982855202262
12853,351,Village Green Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,72.2427362769014
12854,352,Village Green Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,90.5334150758585
12855,353,Village Green Ave,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,54.7863959351392
12856,354,Wellington St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,243.188575443009
12857,355,Wellington St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,242.427261099164
12858,356,William St,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,242.587303072747
12859,357,Willow Lane,Neighbourhood Connector,1500,None,2023/10/04 18:08:46+00,276.468942867064
12860,358,Wilson Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,188.62725847414
12861,359,Wilson Ave,Neighbourhood Street,1500,None,2023/10/04 18:08:46+00,531.572811790195
12862,360,Colonel Talbot Rd,Rural Thoroughfare,10000,24 hrs,2023/10/04 18:08:46+00,1670.86407957117
12863,361,Colonel Talbot Rd,Rural Thoroughfare,10000,24 hrs,2023/10/04 18:08:46+00,2076.2719042322
12864,362,Dingman Dr,Civic Boulevard,10000,24 hrs,2023/10/04 18:08:46+00,341.345403410094
12865,363,Dingman Dr,Civic Boulevard,10000,24 hrs,2023/10/04 18:08:46+00,255.058877299438
12866,364,Fanshawe Park Rd E,Urban Thoroughfare,10000,24 hrs,2023/10/04 18:08:46+00,1374.4651859976
12867,365,Gainsborough Rd,Civic Boulevard,10000,24 hrs,2023/10/04 18:08:46+00,188.624180700275
12868,366,Gainsborough Rd,Main Street,10000,24 hrs,2023/10/04 18:08:46+00,466.18219340814
12869,367,Gainsborough Rd,Rural Thoroughfare,10000,24 hrs,2023/10/04 18:08:46+00,1158.63779817486
12870,368,Richmond St,Civic Boulevard,10000,24 hrs,2023/10/04 18:08:46+00,274.813232314943
12871,369,Sunningdale Rd E,Civic Boulevard,10000,24 hrs,2023/10/04 18:08:46+00,303.502303287817
12872,370,Veterans Memorial Pky,Expressway,10000,24 hrs,2023/10/04 18:08:46+00,313.902078910875
12873,371,Veterans Memorial Pky,Expressway,10000,24 hrs,2023/10/04 18:08:46+00,310.71825017686
12874,372,Wilton Grove Rd,Civic Boulevard,10000,24 hrs,2023/10/04 18:08:46+00,680.526969807839
12875,373,Wilton Grove Rd,Civic Boulevard,10000,24 hrs,2023/10/04 18:08:46+00,616.935523366711
12876,374,Hamilton Rd,Civic Boulevard,10000,7am to 6pm,2023/10/04 18:08:46+00,1213.60854956122
12877,375,Trafalgar St,Civic Boulevard,10000,7am to 6pm,2023/10/04 18:08:46+00,53.6870403483932
12878,376,Trafalgar St,Civic Boulevard,10000,7am to 6pm,2023/10/04 18:08:46+00,252.371980233781
12879,377,Adelaide St S,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,282.224306637851
12880,378,Base Line Rd E,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,131.08690643512
12881,379,Base Line Rd E,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,79.5094943604265
12882,380,Cheapside St,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,241.697263596374
12883,381,Cheapside St,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,97.8324450006234
12884,382,Colborne St,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,110.788835467524
12885,383,Dundas St,Main Street,10000,None,2023/10/04 18:08:46+00,220.975908213384
12886,384,Dundas St,Main Street,10000,None,2023/10/04 18:08:46+00,15.9993774410131
12887,385,Dundas St - Ramp,Ramps,10000,None,2023/10/04 18:08:46+00,134.925057765732
12888,386,Ernest Ave,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,819.189191502213
12889,387,Ernest Ave,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,211.385763732562
12890,388,Gainsborough Rd,Civic Boulevard,10000,None,2023/10/04 18:08:46+00,505.865765718141
12891,389,Gainsborough Rd,Main Street,10000,None,2023/10/04 18:08:46+00,355.166983023873
12892,390,King St,Rapid Transit Boulevard,10000,None,2023/10/04 18:08:46+00,21.9895647235228
12893,391,King St,Rapid Transit Boulevard,10000,None,2023/10/04 18:08:46+00,166.844031517882
12894,392,Nixon Ave,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,177.213228196784
12895,393,Nixon Ave,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,300.021612611347
12896,394,Pond Mills Rd,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,207.165296232163
12897,395,Queens Ave,Civic Boulevard,10000,None,2023/10/04 18:08:46+00,240.485685234901
12898,396,Roxburgh Rd,Neighbourhood Street,10000,None,2023/10/04 18:08:46+00,271.831816901807
12899,397,Sunnyside Dr,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,211.561300261132
12900,398,Talbot St,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,61.3681192780095
12901,399,Talbot St,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,155.645965016764
12902,400,Thompson Rd,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,101.549195154368
12903,401,Thompson Rd,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,453.491215731308
12904,402,Viscount Rd,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,290.085205355726
12905,403,Viscount Rd,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,303.999765454778
12906,404,Waterloo St,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,123.485755349151
12907,405,Waterloo St,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,132.062695750806
12908,406,Westminster Ave,Neighbourhood Connector,10000,None,2023/10/04 18:08:46+00,414.849755225214
12909,407,Brydges St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,449.775853397816
12910,408,Brydges St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,139.319184085171
12911,409,Cheapside St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,121.300463700556
12912,410,Cheapside St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,104.169311187749
12913,411,Cheapside St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,5.99987270281629
12914,412,Cheapside St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,302.722620420323
12915,413,Cheapside St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,297.569439349826
12916,414,Cheapside St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,483.326726041681
12917,415,Colborne St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,134.009922937557
12918,416,Colborne St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,136.696618468381
12919,417,Quebec St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,343.999870846313
12920,418,Ridout St S,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,167.998289184656
12921,419,Ridout St S,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,122.732786880006
12922,420,Talbot St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,81.6524583724213
12923,421,Wavell St,Neighbourhood Connector,10500,None,2023/10/04 18:08:46+00,277.935476382218
12924,422,Bradley Ave,Urban Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,500.580807570521
12925,423,Bradley Ave,Urban Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,16.7234374471129
12926,424,Bradley Ave,Urban Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,136.389414464886
12927,425,Colonel Talbot Rd,Civic Boulevard,11000,24 hrs,2023/10/04 18:08:46+00,149.724131344173
12928,426,Colonel Talbot Rd,Provincial Highway,11000,24 hrs,2023/10/04 18:08:46+00,218.542727803107
12929,427,Exeter Rd,Civic Boulevard,11000,24 hrs,2023/10/04 18:08:46+00,329.517035619023
12930,428,Sunningdale Rd E,Civic Boulevard,11000,24 hrs,2023/10/04 18:08:46+00,526.943940450538
12931,429,Wellington Rd S,Rural Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,943.889455560214
12932,430,Wellington Rd S,Rural Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,672.286629535064
12933,431,Wellington Rd S,Rural Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,1445.6568057487
12934,432,Wellington Rd S,Rural Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,721.262364182725
12935,433,Wellington Rd S,Rural Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,414.525045709984
12936,434,Wonderland Rd S,Rural Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,540.044585333281
12937,435,Wonderland Rd S,Rural Thoroughfare,11000,24 hrs,2023/10/04 18:08:46+00,304.226092009285
12938,436,Base Line Rd E,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,122.450524889899
12939,437,Cheapside St,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,99.9940042299537
12940,438,Cheapside St,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,301.615560913783
12941,439,Cheapside St,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,301.999906292967
12942,440,Dundas St,Main Street,11000,None,2023/10/04 18:08:46+00,206.000530885754
12943,441,Dundas St,Main Street,11000,None,2023/10/04 18:08:46+00,159.616609081041
12944,442,Ernest Ave,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,175.245449285515
12945,443,Fanshawe College Blvd,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,242.261607835509
12946,444,Huron St - Ramp,Ramps,11000,None,2023/10/04 18:08:46+00,77.6539520742082
12947,445,King St,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,188.258800740694
12948,446,King St,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,199.057644724462
12949,447,King St,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,185.840044787258
12950,448,King St,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,241.800508508357
12951,449,Queens Ave,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,188.817507114051
12952,450,Queens Ave,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,185.587243950042
12953,451,Ridout St N,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,129.759265584055
12954,452,Ridout St N,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,26.3748367630968
12955,453,Ridout St N,Rapid Transit Boulevard,11000,None,2023/10/04 18:08:46+00,114.804456286073
12956,454,Ridout St S,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,234.098096021417
12957,455,Ridout St S,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,17.7494093884839
12958,456,Ridout St S,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,100.195392873813
12959,457,Ridout St S,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,202.593940393303
12960,458,Ridout St S,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,141.127863978478
12961,459,Riverside Dr,Civic Boulevard,11000,None,2023/10/04 18:08:46+00,9.76556049082694
12962,460,Riverside Dr,Civic Boulevard,11000,None,2023/10/04 18:08:46+00,361.151319844452
12963,461,Riverside Dr,Civic Boulevard,11000,None,2023/10/04 18:08:46+00,322.170803958351
12964,462,Riverside Dr,Civic Boulevard,11000,None,2023/10/04 18:08:46+00,718.491835636074
12965,463,Wavell St,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,80.3986749272026
12966,464,Wavell St,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,21.5007002241787
12967,465,Wavell St,Neighbourhood Connector,11000,None,2023/10/04 18:08:46+00,43.0336770286946
12968,466,Base Line Rd E,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,239.777253510802
12969,467,Base Line Rd E,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,277.841223569307
12970,468,Base Line Rd E,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,562.143699822298
12971,469,Base Line Rd E,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,183.590298151073
12972,470,Colborne St,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,132.704167100188
12973,471,North Centre Rd,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,170.882524319698
12974,472,Quebec St,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,108.0111573808
12975,473,Quebec St,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,201.656231930324
12976,474,Quebec St,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,156.887045045221
12977,475,Ridout St S,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,188.144101934189
12978,476,Ridout St S,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,8.02873358133149
12979,477,Ridout St S,Neighbourhood Connector,11500,None,2023/10/04 18:08:46+00,61.223204658528
12980,478,Cheapside St,Neighbourhood Connector,110000,None,2023/10/04 18:08:46+00,151.981471541369
12981,479,Colonel Talbot Rd,Civic Boulevard,12000,24 hrs,2023/10/04 18:08:46+00,597.126809374832
12982,480,Colonel Talbot Rd,Civic Boulevard,12000,24 hrs,2023/10/04 18:08:46+00,115.980506558859
